Brand Name,Product Name,Category,Fragrance Type,Volume (ml),Price (INR),Long-lasting (hours),Alcohol-Free,Skin-Friendly,Anti-Perspirant,Customer Rating,Number of Reviews,Manufacturing Date,Expiry Date,Country of Origin,Packaging Type,Shelf Life (Months),Sales in Last Month (Units),Online Availability,Discount (%),Retailer Name
Park Avenue Deodorant,Variant 3,Men,Fresh,150,328,18,No,No,Yes,4.7,2094,2046-09-22,2048-09-21,India,Stick,27,2320,No,5,Myntra
Nike Deodorant,Variant 17,Men,Floral,150,193,10,No,Yes,No,4.0,2835,2046-09-23,2048-09-22,India,Roll-on,35,3965,No,30,Flipkart
Denver Deo for Men,Variant 27,Men,Spicy,250,303,11,No,No,No,2.8,4857,2046-09-24,2048-09-23,India,Spray,12,1783,No,50,Flipkart
Park Avenue Deodorant,Variant 22,Men,Oriental,250,259,14,Yes,Yes,No,4.7,282,2046-09-25,2048-09-24,India,Stick,28,2416,No,46,Myntra
Envy Deo,Variant 15,Women,Fresh,100,558,10,No,No,No,4.6,1663,2046-09-26,2048-09-25,India,Spray,26,4905,Yes,7,Nykaa
Engage Deo,Variant 18,Men,Fresh,100,248,10,Yes,No,No,3.7,3727,2046-09-27,2048-09-26,India,Spray,19,8887,No,0,Nykaa
Nivea,Variant 41,Men,Aquatic,250,373,10,Yes,Yes,No,3.8,3799,2046-09-28,2048-09-27,India,Roll-on,30,3533,No,20,Local Store
Nike Deodorant,Variant 3,Unisex,Aquatic,200,419,22,Yes,Yes,No,4.8,75,2046-09-29,2048-09-28,India,Spray,22,7775,Yes,31,Nykaa
Engage Deo,Variant 9,Women,Oriental,250,505,14,No,Yes,No,3.5,341,2046-09-30,2048-09-29,India,Spray,26,3520,No,29,Flipkart
Nike Deodorant,Variant 21,Unisex,Fresh,150,422,19,No,Yes,Yes,4.5,4500,2046-10-01,2048-09-30,India,Stick,16,7853,Yes,48,Myntra
Envy Deo,Variant 41,Men,Floral,200,475,20,Yes,Yes,Yes,2.9,1733,2046-10-02,2048-10-01,India,Roll-on,27,6451,No,22,Myntra
Nike Deodorant,Variant 23,Unisex,Fruity,150,352,20,Yes,No,Yes,4.8,464,2046-10-03,2048-10-02,India,Roll-on,30,5807,No,0,Nykaa
Denver Deo for Men,Variant 10,Women,Spicy,200,677,23,Yes,No,Yes,3.5,3565,2046-10-04,2048-10-03,India,Roll-on,17,8899,Yes,19,Local Store
Park Avenue Deodorant,Variant 40,Unisex,Fruity,200,190,11,No,No,Yes,4.6,2913,2046-10-05,2048-10-04,India,Roll-on,32,3245,No,7,Amazon
Denver Deo for Men,Variant 1,Unisex,Floral,250,318,24,Yes,No,No,3.4,1807,2046-10-06,2048-10-05,India,Roll-on,35,6342,Yes,0,Nykaa
Fogg Deo,Variant 6,Unisex,Oriental,150,167,22,Yes,No,Yes,3.2,3260,2046-10-07,2048-10-06,India,Stick,23,9406,Yes,22,Nykaa
Nivea,Variant 44,Women,Citrus,150,253,19,No,No,No,4.8,4859,2046-10-08,2048-10-07,India,Spray,22,3743,No,24,Amazon
Denver Deo for Men,Variant 26,Unisex,Spicy,150,414,4,No,Yes,Yes,3.5,185,2046-10-09,2048-10-08,India,Roll-on,15,9417,No,3,Nykaa
Rexona Deodorant,Variant 8,Unisex,Fresh,150,488,10,No,No,No,4.0,2597,2046-10-10,2048-10-09,India,Spray,20,4420,No,15,Nykaa
Fogg Deo,Variant 46,Men,Citrus,100,405,15,No,Yes,Yes,4.1,1376,2046-10-11,2048-10-10,India,Roll-on,30,9711,No,49,Local Store
Rexona Deodorant,Variant 29,Unisex,Fruity,150,400,7,Yes,Yes,Yes,2.7,2812,2046-10-12,2048-10-11,India,Spray,16,3146,No,13,Nykaa
Denver Deo for Men,Variant 26,Unisex,Oriental,250,374,13,Yes,No,Yes,2.7,1717,2046-10-13,2048-10-12,India,Roll-on,31,1157,No,49,Flipkart
Fogg Deo,Variant 2,Unisex,Spicy,200,504,6,No,No,No,4.8,168,2046-10-14,2048-10-13,India,Stick,15,6110,No,44,Amazon
Nike Deodorant,Variant 50,Men,Woody,200,328,17,No,No,No,2.9,4648,2046-10-15,2048-10-14,India,Roll-on,19,1911,No,9,Flipkart
Envy Deo,Variant 50,Women,Spicy,200,522,15,Yes,No,No,4.2,2330,2046-10-16,2048-10-15,India,Roll-on,36,8232,No,7,Local Store
Envy Deo,Variant 16,Men,Woody,250,314,14,Yes,Yes,Yes,4.0,3544,2046-10-17,2048-10-16,India,Roll-on,19,4492,No,6,Myntra
Fogg Deo,Variant 39,Men,Oriental,100,642,7,Yes,No,No,3.9,2307,2046-10-18,2048-10-17,India,Stick,15,1454,No,15,Nykaa
Denver Deo for Men,Variant 18,Women,Fresh,100,555,11,Yes,No,No,4.5,4274,2046-10-19,2048-10-18,India,Roll-on,18,8854,No,29,Nykaa
Park Avenue Deodorant,Variant 41,Women,Oriental,200,326,17,Yes,No,Yes,4.5,1561,2046-10-20,2048-10-19,India,Roll-on,27,2959,No,39,Flipkart
Fogg Deo,Variant 9,Unisex,Fruity,200,339,4,Yes,Yes,No,4.4,4743,2046-10-21,2048-10-20,India,Roll-on,28,512,No,49,Myntra
Fogg Deo,Variant 46,Men,Floral,100,302,21,No,Yes,Yes,3.9,1176,2046-10-22,2048-10-21,India,Spray,36,4196,No,46,Myntra
Engage Deo,Variant 25,Women,Woody,200,320,17,Yes,Yes,No,5.0,30,2046-10-23,2048-10-22,India,Stick,27,4509,Yes,34,Myntra
Nike Deodorant,Variant 22,Men,Oriental,250,469,22,Yes,Yes,Yes,4.8,2897,2046-10-24,2048-10-23,India,Stick,21,4391,No,2,Flipkart
Rexona Deodorant,Variant 6,Men,Floral,150,608,24,Yes,No,Yes,3.7,2042,2046-10-25,2048-10-24,India,Roll-on,18,542,Yes,44,Myntra
Envy Deo,Variant 25,Men,Floral,150,527,8,No,No,No,4.4,1696,2046-10-26,2048-10-25,India,Roll-on,18,4076,No,23,Flipkart
Nivea,Variant 19,Men,Aquatic,250,165,23,No,No,Yes,4.1,1299,2046-10-27,2048-10-26,India,Stick,21,5003,Yes,12,Flipkart
Park Avenue Deodorant,Variant 46,Women,Spicy,200,276,16,Yes,Yes,Yes,4.1,3819,2046-10-28,2048-10-27,India,Stick,33,7080,Yes,17,Amazon
Nike Deodorant,Variant 22,Men,Floral,100,225,8,Yes,Yes,Yes,3.1,1120,2046-10-29,2048-10-28,India,Spray,21,2421,No,44,Myntra
Engage Deo,Variant 36,Women,Fresh,150,657,20,Yes,Yes,Yes,2.8,3171,2046-10-30,2048-10-29,India,Stick,27,6496,No,13,Amazon
Nivea,Variant 47,Men,Fresh,100,391,7,No,No,Yes,2.8,3779,2046-10-31,2048-10-30,India,Roll-on,13,7932,No,3,Flipkart
Nivea,Variant 38,Women,Fresh,200,588,22,Yes,Yes,No,2.8,4798,2046-11-01,2048-10-31,India,Spray,15,6582,Yes,20,Amazon
Park Avenue Deodorant,Variant 31,Women,Citrus,150,238,22,Yes,Yes,Yes,4.8,3938,2046-11-02,2048-11-01,India,Roll-on,19,7729,No,14,Myntra
Nike Deodorant,Variant 30,Men,Oriental,100,154,7,No,Yes,No,3.2,1078,2046-11-03,2048-11-02,India,Stick,26,7190,Yes,12,Myntra
Engage Deo,Variant 4,Women,Floral,100,561,18,No,No,Yes,4.4,1333,2046-11-04,2048-11-03,India,Roll-on,31,1638,No,41,Myntra
Denver Deo for Men,Variant 24,Unisex,Aquatic,150,190,17,Yes,No,No,4.0,1951,2046-11-05,2048-11-04,India,Stick,31,1447,Yes,39,Myntra
Rexona Deodorant,Variant 11,Men,Oriental,100,233,13,Yes,Yes,No,4.8,1475,2046-11-06,2048-11-05,India,Spray,22,4478,Yes,28,Nykaa
Nivea,Variant 47,Men,Spicy,150,479,20,No,Yes,Yes,4.7,3093,2046-11-07,2048-11-06,India,Stick,34,3025,No,24,Myntra
Engage Deo,Variant 12,Men,Oriental,100,254,20,Yes,No,No,4.4,2645,2046-11-08,2048-11-07,India,Stick,36,8983,No,16,Flipkart
Denver Deo for Men,Variant 25,Unisex,Aquatic,250,443,21,No,Yes,Yes,4.7,3145,2046-11-09,2048-11-08,India,Stick,15,6399,Yes,3,Flipkart
Envy Deo,Variant 1,Women,Citrus,100,303,24,No,No,Yes,4.5,2459,2046-11-10,2048-11-09,India,Stick,18,4626,Yes,34,Nykaa
Denver Deo for Men,Variant 1,Unisex,Fresh,250,519,14,Yes,Yes,Yes,3.0,4795,2046-11-11,2048-11-10,India,Spray,15,9217,Yes,13,Local Store
Park Avenue Deodorant,Variant 40,Women,Spicy,150,302,18,No,Yes,Yes,3.4,24,2046-11-12,2048-11-11,India,Stick,25,6742,No,10,Amazon
Nivea,Variant 49,Women,Fresh,100,604,21,Yes,No,Yes,5.0,1934,2046-11-13,2048-11-12,India,Roll-on,20,1520,Yes,18,Myntra
Fogg Deo,Variant 28,Women,Spicy,100,284,21,No,No,Yes,2.9,2819,2046-11-14,2048-11-13,India,Spray,22,8579,Yes,37,Local Store
Fogg Deo,Variant 21,Women,Aquatic,150,644,17,No,No,Yes,2.7,1251,2046-11-15,2048-11-14,India,Spray,22,1156,Yes,36,Flipkart
Fogg Deo,Variant 19,Women,Floral,150,417,20,Yes,No,No,3.5,3005,2046-11-16,2048-11-15,India,Roll-on,15,1318,No,2,Amazon
Denver Deo for Men,Variant 1,Women,Woody,100,524,11,Yes,Yes,No,4.0,4163,2046-11-17,2048-11-16,India,Spray,27,8468,No,18,Nykaa
Denver Deo for Men,Variant 24,Men,Spicy,150,231,4,Yes,No,Yes,2.9,1976,2046-11-18,2048-11-17,India,Spray,22,1710,Yes,28,Myntra
Nivea,Variant 43,Unisex,Fruity,150,559,12,Yes,No,Yes,4.4,1557,2046-11-19,2048-11-18,India,Stick,12,5564,No,25,Local Store
Nike Deodorant,Variant 23,Unisex,Woody,250,545,16,No,Yes,No,4.0,4560,2046-11-20,2048-11-19,India,Spray,30,9527,Yes,27,Myntra
Envy Deo,Variant 47,Men,Floral,150,391,6,Yes,No,Yes,4.3,3338,2046-11-21,2048-11-20,India,Spray,26,1260,Yes,43,Nykaa
Denver Deo for Men,Variant 46,Unisex,Citrus,150,460,19,Yes,Yes,Yes,4.5,3588,2046-11-22,2048-11-21,India,Stick,28,2163,Yes,9,Local Store
Nivea,Variant 40,Men,Fresh,200,446,7,No,No,Yes,3.7,3543,2046-11-23,2048-11-22,India,Roll-on,22,7358,Yes,36,Flipkart
Nivea,Variant 12,Men,Floral,150,572,19,Yes,No,Yes,2.8,3756,2046-11-24,2048-11-23,India,Roll-on,33,4175,Yes,42,Nykaa
Park Avenue Deodorant,Variant 8,Men,Woody,100,433,21,Yes,Yes,Yes,4.2,2939,2046-11-25,2048-11-24,India,Spray,24,8514,No,21,Local Store
Engage Deo,Variant 12,Unisex,Citrus,200,578,9,No,Yes,Yes,3.7,4285,2046-11-26,2048-11-25,India,Stick,29,7043,No,32,Nykaa
Nivea,Variant 23,Women,Oriental,100,662,6,Yes,No,Yes,3.5,4898,2046-11-27,2048-11-26,India,Roll-on,14,3417,No,2,Flipkart
Envy Deo,Variant 42,Women,Woody,200,393,20,Yes,No,Yes,3.3,1982,2046-11-28,2048-11-27,India,Roll-on,18,3689,No,14,Nykaa
Nike Deodorant,Variant 14,Men,Floral,200,253,8,No,No,Yes,5.0,4214,2046-11-29,2048-11-28,India,Spray,36,4443,Yes,44,Flipkart
Denver Deo for Men,Variant 13,Unisex,Citrus,250,380,11,Yes,Yes,No,4.9,2637,2046-11-30,2048-11-29,India,Spray,22,1619,No,7,Myntra
Park Avenue Deodorant,Variant 34,Unisex,Fresh,100,236,8,Yes,No,Yes,4.1,4717,2046-12-01,2048-11-30,India,Roll-on,19,4843,No,44,Myntra
Rexona Deodorant,Variant 40,Men,Floral,100,395,6,No,Yes,Yes,4.2,242,2046-12-02,2048-12-01,India,Spray,29,6899,No,6,Flipkart
Engage Deo,Variant 2,Men,Oriental,100,251,11,Yes,Yes,Yes,4.6,2115,2046-12-03,2048-12-02,India,Roll-on,12,4616,No,7,Flipkart
Nike Deodorant,Variant 41,Women,Fresh,200,398,5,Yes,Yes,Yes,4.9,1529,2046-12-04,2048-12-03,India,Roll-on,18,8450,Yes,48,Local Store
Envy Deo,Variant 3,Unisex,Aquatic,250,426,12,Yes,Yes,Yes,4.3,713,2046-12-05,2048-12-04,India,Spray,26,4696,No,3,Local Store
Fogg Deo,Variant 25,Women,Fruity,150,273,14,Yes,No,Yes,3.4,4404,2046-12-06,2048-12-05,India,Stick,28,3048,No,13,Flipkart
Engage Deo,Variant 19,Unisex,Oriental,100,445,16,Yes,No,No,5.0,3972,2046-12-07,2048-12-06,India,Stick,33,7867,Yes,20,Nykaa
Nivea,Variant 24,Women,Fruity,250,426,5,No,No,Yes,3.8,2808,2046-12-08,2048-12-07,India,Spray,30,7309,Yes,16,Nykaa
Fogg Deo,Variant 21,Men,Spicy,200,476,12,No,No,No,3.8,3671,2046-12-09,2048-12-08,India,Stick,21,309,Yes,42,Myntra
Fogg Deo,Variant 31,Unisex,Floral,200,193,14,No,No,No,4.1,1453,2046-12-10,2048-12-09,India,Spray,32,193,Yes,27,Myntra
Envy Deo,Variant 39,Unisex,Floral,100,516,23,No,No,Yes,4.6,1057,2046-12-11,2048-12-10,India,Stick,21,5971,No,36,Nykaa
Denver Deo for Men,Variant 11,Men,Spicy,150,673,16,Yes,Yes,No,3.4,205,2046-12-12,2048-12-11,India,Roll-on,23,983,Yes,39,Myntra
Denver Deo for Men,Variant 12,Men,Citrus,250,586,19,Yes,No,Yes,2.7,532,2046-12-13,2048-12-12,India,Roll-on,17,4694,No,20,Flipkart
Fogg Deo,Variant 26,Women,Floral,250,408,7,No,No,No,4.4,3427,2046-12-14,2048-12-13,India,Stick,27,9754,No,40,Flipkart
Nivea,Variant 18,Unisex,Spicy,250,400,7,Yes,Yes,No,3.5,4303,2046-12-15,2048-12-14,India,Stick,26,6492,Yes,32,Amazon
Fogg Deo,Variant 15,Men,Floral,200,569,4,No,No,Yes,2.5,1958,2046-12-16,2048-12-15,India,Stick,33,6637,No,25,Myntra
Nike Deodorant,Variant 47,Unisex,Woody,250,247,10,No,Yes,Yes,4.1,4613,2046-12-17,2048-12-16,India,Roll-on,21,1886,Yes,27,Flipkart
Park Avenue Deodorant,Variant 44,Unisex,Woody,100,520,15,Yes,No,Yes,4.6,1915,2046-12-18,2048-12-17,India,Stick,33,1243,No,33,Flipkart
Park Avenue Deodorant,Variant 2,Unisex,Floral,100,332,18,Yes,Yes,Yes,4.1,1518,2046-12-19,2048-12-18,India,Spray,35,1185,No,31,Myntra
Engage Deo,Variant 5,Women,Aquatic,250,454,13,Yes,Yes,No,3.0,3086,2046-12-20,2048-12-19,India,Spray,36,3105,Yes,23,Local Store
Park Avenue Deodorant,Variant 18,Unisex,Fruity,200,691,14,Yes,No,Yes,2.6,1947,2046-12-21,2048-12-20,India,Spray,17,5434,No,45,Flipkart
Envy Deo,Variant 32,Men,Citrus,250,317,10,No,Yes,No,3.6,2027,2046-12-22,2048-12-21,India,Stick,18,4386,No,36,Flipkart
Envy Deo,Variant 44,Women,Floral,100,410,5,Yes,Yes,Yes,4.6,3283,2046-12-23,2048-12-22,India,Spray,26,8220,No,0,Local Store
Engage Deo,Variant 19,Men,Woody,150,588,4,No,Yes,No,2.7,1490,2046-12-24,2048-12-23,India,Spray,22,1086,Yes,45,Myntra
Park Avenue Deodorant,Variant 40,Women,Fruity,150,207,11,No,No,Yes,5.0,2554,2046-12-25,2048-12-24,India,Roll-on,25,4025,No,48,Amazon
Nike Deodorant,Variant 43,Unisex,Oriental,200,438,18,No,No,Yes,4.3,1321,2046-12-26,2048-12-25,India,Spray,18,7488,Yes,25,Amazon
Denver Deo for Men,Variant 14,Unisex,Woody,200,693,19,No,Yes,Yes,3.3,1315,2046-12-27,2048-12-26,India,Spray,28,9376,No,22,Nykaa
Envy Deo,Variant 23,Women,Oriental,150,188,17,Yes,No,Yes,3.9,3235,2046-12-28,2048-12-27,India,Roll-on,20,4755,No,28,Flipkart
Fogg Deo,Variant 35,Men,Fruity,150,344,7,Yes,No,No,3.1,4597,2046-12-29,2048-12-28,India,Stick,36,7341,Yes,13,Flipkart
Rexona Deodorant,Variant 18,Men,Citrus,200,268,22,Yes,No,Yes,4.4,3984,2046-12-30,2048-12-29,India,Spray,19,6582,Yes,9,Flipkart
Nivea,Variant 28,Men,Fruity,100,439,22,Yes,No,No,4.4,2273,2046-12-31,2048-12-30,India,Spray,29,8213,No,22,Amazon
Envy Deo,Variant 31,Men,Fresh,150,659,7,No,Yes,No,4.3,87,2047-01-01,2048-12-31,India,Spray,30,939,Yes,44,Amazon
Fogg Deo,Variant 34,Men,Woody,150,174,6,Yes,No,No,2.8,4474,2047-01-02,2049-01-01,India,Stick,15,8561,No,29,Local Store
Denver Deo for Men,Variant 18,Women,Spicy,150,631,8,Yes,Yes,Yes,4.1,1562,2047-01-03,2049-01-02,India,Spray,24,8834,No,45,Flipkart
Nike Deodorant,Variant 16,Women,Aquatic,200,544,11,No,No,Yes,3.2,2688,2047-01-04,2049-01-03,India,Spray,35,533,Yes,17,Nykaa
Engage Deo,Variant 16,Unisex,Aquatic,250,483,10,No,Yes,No,4.6,811,2047-01-05,2049-01-04,India,Roll-on,28,9784,Yes,0,Nykaa
Fogg Deo,Variant 41,Unisex,Citrus,250,606,9,Yes,No,Yes,3.3,1900,2047-01-06,2049-01-05,India,Roll-on,34,8175,No,43,Nykaa
Park Avenue Deodorant,Variant 36,Women,Fruity,250,425,22,Yes,No,No,2.5,2128,2047-01-07,2049-01-06,India,Stick,17,6861,No,22,Nykaa
Rexona Deodorant,Variant 41,Men,Woody,100,587,23,No,Yes,No,2.8,2883,2047-01-08,2049-01-07,India,Roll-on,14,1200,No,30,Nykaa
Fogg Deo,Variant 46,Women,Oriental,250,374,15,Yes,No,No,4.1,4552,2047-01-09,2049-01-08,India,Roll-on,19,8834,No,20,Myntra
Envy Deo,Variant 30,Men,Oriental,150,561,21,No,Yes,No,3.8,1266,2047-01-10,2049-01-09,India,Roll-on,12,309,No,21,Nykaa
Nivea,Variant 30,Women,Fresh,250,454,17,Yes,No,Yes,4.8,2317,2047-01-11,2049-01-10,India,Spray,22,1985,Yes,17,Local Store
Denver Deo for Men,Variant 32,Unisex,Floral,200,544,14,Yes,No,No,4.3,459,2047-01-12,2049-01-11,India,Roll-on,22,3971,Yes,4,Nykaa
Engage Deo,Variant 20,Men,Woody,150,422,14,Yes,No,Yes,2.9,423,2047-01-13,2049-01-12,India,Stick,25,8673,Yes,19,Nykaa
Fogg Deo,Variant 39,Women,Spicy,200,164,8,No,No,Yes,3.4,4240,2047-01-14,2049-01-13,India,Roll-on,35,7208,Yes,36,Amazon
Rexona Deodorant,Variant 8,Women,Fruity,150,457,11,Yes,Yes,No,2.8,141,2047-01-15,2049-01-14,India,Stick,27,1770,No,39,Flipkart
Engage Deo,Variant 32,Unisex,Spicy,100,248,4,Yes,Yes,No,3.5,2016,2047-01-16,2049-01-15,India,Roll-on,30,9710,Yes,5,Nykaa
Nivea,Variant 13,Men,Spicy,200,446,14,No,Yes,No,4.5,2582,2047-01-17,2049-01-16,India,Spray,19,9868,Yes,37,Myntra
Park Avenue Deodorant,Variant 32,Unisex,Fresh,100,424,12,Yes,Yes,Yes,3.6,4534,2047-01-18,2049-01-17,India,Spray,23,9709,No,40,Local Store
Rexona Deodorant,Variant 5,Unisex,Woody,250,516,21,No,No,Yes,4.9,4017,2047-01-19,2049-01-18,India,Stick,32,901,Yes,23,Myntra
Fogg Deo,Variant 18,Men,Fruity,100,616,16,No,No,No,3.3,1579,2047-01-20,2049-01-19,India,Spray,21,8372,Yes,31,Flipkart
Envy Deo,Variant 14,Men,Citrus,150,564,17,No,Yes,Yes,3.1,4353,2047-01-21,2049-01-20,India,Spray,16,4962,No,2,Amazon
Denver Deo for Men,Variant 40,Women,Citrus,200,362,10,Yes,Yes,Yes,3.0,4897,2047-01-22,2049-01-21,India,Spray,28,4192,Yes,38,Flipkart
Park Avenue Deodorant,Variant 29,Women,Spicy,100,685,17,No,No,No,3.7,1793,2047-01-23,2049-01-22,India,Stick,24,5855,No,50,Myntra
Fogg Deo,Variant 14,Women,Oriental,100,265,9,No,No,Yes,3.0,2185,2047-01-24,2049-01-23,India,Roll-on,27,9830,No,47,Flipkart
Engage Deo,Variant 18,Unisex,Woody,150,660,9,Yes,Yes,No,4.7,2821,2047-01-25,2049-01-24,India,Spray,18,2888,Yes,2,Nykaa
Envy Deo,Variant 18,Women,Floral,150,638,16,No,Yes,Yes,4.3,4217,2047-01-26,2049-01-25,India,Spray,26,2509,Yes,13,Myntra
Denver Deo for Men,Variant 4,Men,Fresh,250,602,24,No,No,No,2.8,2374,2047-01-27,2049-01-26,India,Stick,15,6565,No,30,Flipkart
Rexona Deodorant,Variant 31,Unisex,Aquatic,100,523,9,No,Yes,No,4.8,2422,2047-01-28,2049-01-27,India,Stick,35,5985,No,27,Flipkart
Envy Deo,Variant 48,Unisex,Fruity,100,549,4,Yes,No,Yes,5.0,1112,2047-01-29,2049-01-28,India,Stick,27,6985,Yes,50,Flipkart
Engage Deo,Variant 41,Unisex,Fruity,150,355,6,No,Yes,No,4.1,2898,2047-01-30,2049-01-29,India,Stick,24,5392,Yes,38,Myntra
Denver Deo for Men,Variant 14,Women,Fresh,200,550,5,Yes,Yes,No,3.8,1370,2047-01-31,2049-01-30,India,Roll-on,21,5969,No,26,Flipkart
Engage Deo,Variant 5,Unisex,Woody,250,652,5,No,No,No,4.3,4684,2047-02-01,2049-01-31,India,Roll-on,32,7223,No,2,Myntra
Fogg Deo,Variant 36,Men,Floral,200,214,16,Yes,No,No,2.6,3486,2047-02-02,2049-02-01,India,Roll-on,21,6733,No,2,Nykaa
Rexona Deodorant,Variant 19,Unisex,Floral,250,694,9,Yes,Yes,No,2.9,1568,2047-02-03,2049-02-02,India,Roll-on,13,1217,No,2,Amazon
Envy Deo,Variant 10,Women,Fresh,200,423,10,No,No,Yes,3.2,4244,2047-02-04,2049-02-03,India,Roll-on,18,4604,Yes,35,Local Store
Rexona Deodorant,Variant 47,Women,Floral,200,151,16,Yes,Yes,Yes,3.0,2491,2047-02-05,2049-02-04,India,Roll-on,14,3734,Yes,44,Myntra
Engage Deo,Variant 1,Women,Fresh,200,274,18,No,Yes,Yes,2.5,3492,2047-02-06,2049-02-05,India,Stick,21,2977,No,39,Amazon
Nike Deodorant,Variant 26,Unisex,Fresh,100,207,19,Yes,Yes,Yes,4.9,2191,2047-02-07,2049-02-06,India,Spray,31,9759,No,20,Amazon
Envy Deo,Variant 41,Men,Citrus,200,670,22,No,No,Yes,4.1,2977,2047-02-08,2049-02-07,India,Spray,22,2317,Yes,6,Local Store
Envy Deo,Variant 47,Women,Aquatic,150,653,13,No,No,No,2.8,3187,2047-02-09,2049-02-08,India,Roll-on,30,5043,Yes,43,Local Store
Fogg Deo,Variant 22,Unisex,Spicy,100,151,4,No,Yes,Yes,4.7,3750,2047-02-10,2049-02-09,India,Roll-on,33,2749,Yes,30,Nykaa
Nike Deodorant,Variant 8,Women,Floral,200,416,22,No,No,No,4.4,257,2047-02-11,2049-02-10,India,Stick,12,9999,Yes,30,Nykaa
Nivea,Variant 46,Men,Fresh,150,678,15,No,Yes,Yes,3.3,177,2047-02-12,2049-02-11,India,Roll-on,31,1938,Yes,6,Amazon
Engage Deo,Variant 16,Women,Citrus,250,378,4,Yes,No,No,2.5,1722,2047-02-13,2049-02-12,India,Spray,17,4884,Yes,5,Amazon
Denver Deo for Men,Variant 39,Women,Oriental,150,320,16,Yes,No,Yes,3.7,68,2047-02-14,2049-02-13,India,Spray,18,2921,Yes,19,Local Store
Nivea,Variant 46,Unisex,Floral,200,170,4,Yes,No,No,4.4,967,2047-02-15,2049-02-14,India,Spray,20,4270,Yes,9,Local Store
Engage Deo,Variant 42,Unisex,Fruity,100,531,11,No,Yes,No,3.8,3890,2047-02-16,2049-02-15,India,Roll-on,29,925,Yes,8,Local Store
Park Avenue Deodorant,Variant 37,Women,Citrus,200,262,9,No,Yes,Yes,2.9,3832,2047-02-17,2049-02-16,India,Spray,31,2968,Yes,35,Amazon
Engage Deo,Variant 34,Men,Fruity,150,255,23,Yes,No,Yes,4.9,1984,2047-02-18,2049-02-17,India,Stick,22,7113,Yes,9,Local Store
Nike Deodorant,Variant 42,Women,Fruity,100,575,18,Yes,No,No,3.7,3224,2047-02-19,2049-02-18,India,Stick,35,1049,No,32,Nykaa
Engage Deo,Variant 30,Women,Citrus,150,485,9,No,Yes,No,4.0,3086,2047-02-20,2049-02-19,India,Stick,36,3982,Yes,37,Nykaa
Engage Deo,Variant 21,Men,Spicy,150,519,20,Yes,Yes,No,2.6,3032,2047-02-21,2049-02-20,India,Stick,21,6087,Yes,30,Local Store
Engage Deo,Variant 6,Unisex,Fruity,100,254,16,No,Yes,No,4.0,2484,2047-02-22,2049-02-21,India,Stick,31,6367,No,27,Flipkart
Park Avenue Deodorant,Variant 1,Unisex,Spicy,100,396,18,Yes,Yes,Yes,3.8,4154,2047-02-23,2049-02-22,India,Spray,12,634,No,36,Local Store
Denver Deo for Men,Variant 29,Women,Aquatic,150,516,7,No,Yes,Yes,3.8,1575,2047-02-24,2049-02-23,India,Spray,19,3145,No,9,Myntra
Nike Deodorant,Variant 18,Women,Woody,250,657,17,No,Yes,No,4.3,1069,2047-02-25,2049-02-24,India,Stick,13,4462,Yes,3,Local Store
Park Avenue Deodorant,Variant 47,Unisex,Spicy,250,231,13,Yes,No,Yes,4.1,2065,2047-02-26,2049-02-25,India,Roll-on,23,4115,No,15,Local Store
Envy Deo,Variant 14,Women,Fresh,100,450,7,Yes,No,Yes,3.0,2857,2047-02-27,2049-02-26,India,Roll-on,19,5681,No,14,Amazon
Nike Deodorant,Variant 1,Women,Aquatic,150,162,20,Yes,Yes,No,4.6,3614,2047-02-28,2049-02-27,India,Spray,18,7116,Yes,17,Flipkart
Engage Deo,Variant 43,Men,Oriental,200,327,19,Yes,Yes,No,3.2,1831,2047-03-01,2049-02-28,India,Stick,16,9373,Yes,7,Nykaa
Envy Deo,Variant 38,Unisex,Fresh,250,354,18,No,Yes,Yes,2.6,1851,2047-03-02,2049-03-01,India,Spray,21,6211,Yes,48,Flipkart
Nike Deodorant,Variant 40,Unisex,Spicy,150,376,13,No,Yes,Yes,4.6,1498,2047-03-03,2049-03-02,India,Stick,16,7926,No,22,Nykaa
Fogg Deo,Variant 30,Men,Citrus,200,444,13,No,Yes,No,4.0,1732,2047-03-04,2049-03-03,India,Spray,14,4390,No,34,Nykaa
Fogg Deo,Variant 18,Men,Citrus,150,258,14,Yes,Yes,Yes,4.9,4037,2047-03-05,2049-03-04,India,Roll-on,33,4732,Yes,17,Local Store
Denver Deo for Men,Variant 14,Women,Woody,100,156,9,No,No,Yes,2.9,3766,2047-03-06,2049-03-05,India,Spray,14,7564,No,23,Myntra
Park Avenue Deodorant,Variant 29,Men,Spicy,150,681,15,Yes,No,No,3.7,4990,2047-03-07,2049-03-06,India,Spray,33,376,Yes,37,Myntra
Nivea,Variant 20,Women,Aquatic,200,455,17,Yes,No,No,4.1,3349,2047-03-08,2049-03-07,India,Roll-on,25,4412,Yes,16,Amazon
Fogg Deo,Variant 4,Unisex,Spicy,250,470,12,No,No,No,2.9,2084,2047-03-09,2049-03-08,India,Spray,36,8751,Yes,42,Flipkart
Park Avenue Deodorant,Variant 15,Unisex,Fruity,150,246,6,No,No,No,4.4,739,2047-03-10,2049-03-09,India,Stick,29,7286,No,41,Amazon
Fogg Deo,Variant 49,Unisex,Fresh,100,644,4,No,No,No,2.6,2006,2047-03-11,2049-03-10,India,Stick,13,3020,Yes,7,Nykaa
